Test Size,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0.25,estimated_hyper_lin,exp,0.846153846,0.578947368,0.699913239,0.55,0.785714286,0.712550607,"[[55 10]
 [ 8 11]]"
0.25,estimated_hyper_lin,exp,0.892307692,0.578947368,0.71874835,0.594594595,0.821428571,0.73562753,"[[58  7]
 [ 8 11]]"
0.25,estimated_hyper_lin,exp,0.846153846,0.578947368,0.699913239,0.55,0.785714286,0.712550607,"[[55 10]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.938461538,0.736842105,0.831563573,0.756756757,0.892857143,0.837651822,"[[61  4]
 [ 5 14]]"
0.25,actual_hyper_lin,lin_center_own,0.923076923,0.736842105,0.824719312,0.736842105,0.880952381,0.829959514,"[[60  5]
 [ 5 14]]"
0.25,actual_hyper_lin,lin_center_own,0.923076923,0.684210526,0.794719414,0.702702703,0.869047619,0.803643725,"[[60  5]
 [ 6 13]]"
0.25,actual_hyper_lin,lin_center_own,0.907692308,0.684210526,0.788068926,0.684210526,0.857142857,0.795951417,"[[59  6]
 [ 6 13]]"
0.25,actual_hyper_lin,lin_center_own,0.892307692,0.684210526,0.781361834,0.666666667,0.845238095,0.788259109,"[[58  7]
 [ 6 13]]"
0.25,actual_hyper_lin,lin_center_own,0.892307692,0.631578947,0.750708168,0.631578947,0.833333333,0.76194332,"[[58  7]
 [ 7 12]]"
0.25,actual_hyper_lin,lin_center_own,0.892307692,0.578947368,0.71874835,0.594594595,0.821428571,0.73562753,"[[58  7]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.907692308,0.526315789,0.691182171,0.571428571,0.821428571,0.717004049,"[[59  6]
 [ 9 10]]"
0.25,actual_hyper_lin,lin_center_own,0.892307692,0.631578947,0.750708168,0.631578947,0.833333333,0.76194332,"[[58  7]
 [ 7 12]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.526315789,0.673380498,0.526315789,0.785714286,0.693927126,"[[56  9]
 [ 9 10]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.578947368,0.706247425,0.564102564,0.797619048,0.720242915,"[[56  9]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.578947368,0.706247425,0.564102564,0.797619048,0.720242915,"[[56  9]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.578947368,0.706247425,0.564102564,0.797619048,0.720242915,"[[56  9]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.578947368,0.706247425,0.564102564,0.797619048,0.720242915,"[[56  9]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.578947368,0.706247425,0.564102564,0.797619048,0.720242915,"[[56  9]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.861538462,0.578947368,0.706247425,0.564102564,0.797619048,0.720242915,"[[56  9]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.907692308,0.578947368,0.724917977,0.611111111,0.833333333,0.743319838,"[[59  6]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.907692308,0.578947368,0.724917977,0.611111111,0.833333333,0.743319838,"[[59  6]
 [ 8 11]]"
0.25,actual_hyper_lin,lin_center_own,0.907692308,0.578947368,0.724917977,0.611111111,0.833333333,0.743319838,"[[59  6]
 [ 8 11]]"
0.25,actual_hyper_lin,exp,0.938461538,0.736842105,0.831563573,0.756756757,0.892857143,0.837651822,"[[61  4]
 [ 5 14]]"
0.25,actual_hyper_lin,exp,0.923076923,0.736842105,0.824719312,0.736842105,0.880952381,0.829959514,"[[60  5]
 [ 5 14]]"
0.25,actual_hyper_lin,exp,0.923076923,0.736842105,0.824719312,0.736842105,0.880952381,0.829959514,"[[60  5]
 [ 5 14]]"
0.25,actual_hyper_lin,exp,0.923076923,0.684210526,0.794719414,0.702702703,0.869047619,0.803643725,"[[60  5]
 [ 6 13]]"
0.25,actual_hyper_lin,exp,0.907692308,0.684210526,0.788068926,0.684210526,0.857142857,0.795951417,"[[59  6]
 [ 6 13]]"
0.25,actual_hyper_lin,exp,0.892307692,0.631578947,0.750708168,0.631578947,0.833333333,0.76194332,"[[58  7]
 [ 7 12]]"
0.25,actual_hyper_lin,exp,0.876923077,0.631578947,0.744208408,0.615384615,0.821428571,0.754251012,"[[57  8]
 [ 7 12]]"
0.25,actual_hyper_lin,exp,0.861538462,0.631578947,0.737651377,0.6,0.80952381,0.746558704,"[[56  9]
 [ 7 12]]"
0.25,actual_hyper_lin,exp,0.876923077,0.578947368,0.712525303,0.578947368,0.80952381,0.727935223,"[[57  8]
 [ 8 11]]"
0.25,actual_hyper_lin,exp,0.876923077,0.526315789,0.67936622,0.540540541,0.797619048,0.701619433,"[[57  8]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.815384615,0.526315789,0.655095258,0.487804878,0.75,0.670850202,"[[53 12]
 [ 9 10]]"
0.25,actual_hyper_lin,exp,0.8,0.578947368,0.680557047,0.511627907,0.75,0.689473684,"[[52 13]
 [ 8 11]]"
0.25,actual_hyper_lin,exp,0.8,0.578947368,0.680557047,0.511627907,0.75,0.689473684,"[[52 13]
 [ 8 11]]"
0.25,actual_hyper_lin,exp,0.8,0.631578947,0.710818653,0.545454545,0.761904762,0.715789474,"[[52 13]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.923076923,0.684210526,0.794719414,0.702702703,0.869047619,0.803643725,"[[60  5]
 [ 6 13]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.923076923,0.736842105,0.824719312,0.736842105,0.880952381,0.829959514,"[[60  5]
 [ 5 14]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.923076923,0.684210526,0.794719414,0.702702703,0.869047619,0.803643725,"[[60  5]
 [ 6 13]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.907692308,0.684210526,0.788068926,0.684210526,0.857142857,0.795951417,"[[59  6]
 [ 6 13]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.907692308,0.684210526,0.788068926,0.684210526,0.857142857,0.795951417,"[[59  6]
 [ 6 13]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.892307692,0.631578947,0.750708168,0.631578947,0.833333333,0.76194332,"[[58  7]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.876923077,0.631578947,0.744208408,0.615384615,0.821428571,0.754251012,"[[57  8]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.861538462,0.631578947,0.737651377,0.6,0.80952381,0.746558704,"[[56  9]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.892307692,0.578947368,0.71874835,0.594594595,0.821428571,0.73562753,"[[58  7]
 [ 8 11]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.815384615,0.578947368,0.687069703,0.523809524,0.761904762,0.697165992,"[[53 12]
 [ 8 11]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.830769231,0.578947368,0.693521204,0.536585366,0.773809524,0.7048583,"[[54 11]
 [ 8 11]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.815384615,0.578947368,0.687069703,0.523809524,0.761904762,0.697165992,"[[53 12]
 [ 8 11]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.8,0.631578947,0.710818653,0.545454545,0.761904762,0.715789474,"[[52 13]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.631578947,0.703950679,0.533333333,0.75,0.708097166,"[[51 14]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.631578947,0.703950679,0.533333333,0.75,0.708097166,"[[51 14]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.578947368,0.673981463,0.5,0.738095238,0.681781377,"[[51 14]
 [ 8 11]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.631578947,0.703950679,0.533333333,0.75,0.708097166,"[[51 14]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.631578947,0.703950679,0.533333333,0.75,0.708097166,"[[51 14]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.631578947,0.703950679,0.533333333,0.75,0.708097166,"[[51 14]
 [ 7 12]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.784615385,0.578947368,0.673981463,0.5,0.738095238,0.681781377,"[[51 14]
 [ 8 11]]"
